ticker,date,close_price
MWG,2024-01-25,48000.0
MWG,2024-01-26,
MWG,,48000.0
MWG,2024-01-28,48000.0
MWG,,48000.0
MWG,2024-01-30,48000.0
MWG,2024-01-31,50000.0
MWG,,
MWG,2024-02-02,52000.0
MWG,,60000.0
MWG,,50000.0
MWG,,52000.0
MWG,,60000.0
MWG,2024-02-07,60000.0
MWG,2024-02-08,52000.0
MWG,,52000.0
VCB,2024-01-01,52000.0
VCB,,60000.0
VCB,2024-01-03,52000.0
VCB,,60000.0
VCB,2024-01-05,52000.0
VCB,2024-01-06,50000.0
VCB,2024-01-07,48000.0
VCB,,52000.0
VCB,,50000.0
VCB,2024-01-10,50000.0
VCB,2024-01-11,
VCB,,50000.0
VCB,2024-01-13,48000.0
VCB,,50000.0
VCB,2024-01-15,52000.0
VCB,,50000.0
VCB,,60000.0
VCB,2024-01-18,50000.0
VCB,2024-01-19,
VCB,,
VCB,,
VCB,,
VCB,2024-01-23,50000.0
VCB,2024-01-24,52000.0
VCB,2024-01-25,48000.0
VCB,,60000.0
VCB,,48000.0
VCB,2024-01-28,60000.0
VCB,,
VCB,,
VCB,2024-01-31,50000.0
VCB,,60000.0
VCB,,52000.0
VCB,2024-02-03,52000.0
VCB,2024-02-04,
VCB,2024-02-05,50000.0
VCB,2024-02-06,48000.0
VCB,,48000.0
VCB,,
VCB,2024-02-09,50000.0
MBB,2024-01-01,50000.0
MBB,,48000.0
MBB,,60000.0
MBB,2024-01-04,60000.0
MBB,,50000.0
MBB,2024-01-06,
MBB,,50000.0
MBB,,60000.0
MBB,2024-01-09,50000.0
MBB,,52000.0
MBB,2024-01-11,
MBB,2024-01-12,50000.0
MBB,2024-01-13,60000.0
MBB,2024-01-14,48000.0
MBB,,
MBB,,60000.0
MBB,,60000.0
MBB,2024-01-18,48000.0
MBB,2024-01-19,48000.0
MBB,,48000.0
MBB,,48000.0
MBB,2024-01-22,52000.0
MBB,,
MBB,2024-01-24,50000.0
MBB,2024-01-25,60000.0
MBB,2024-01-26,
MBB,2024-01-27,52000.0
MBB,2024-01-28,48000.0
MBB,,60000.0
MBB,,50000.0
MBB,2024-01-31,60000.0
MBB,2024-02-01,50000.0
MBB,2024-02-02,
MBB,2024-02-03,
MBB,2024-02-04,52000.0
MBB,,50000.0
MBB,2024-02-06,50000.0
MBB,2024-02-07,60000.0
MBB,2024-02-08,48000.0
MBB,2024-02-09,
BID,,50000.0
BID,2024-01-02,48000.0
BID,,52000.0
BID,,48000.0
BID,2024-01-05,50000.0
BID,2024-01-06,
BID,2024-01-07,
BID,,52000.0
BID,,48000.0
BID,2024-01-10,50000.0
BID,2024-01-11,
BID,,48000.0
BID,,60000.0
BID,2024-01-14,
BID,2024-01-15,
BID,2024-01-16,48000.0
BID,2024-01-17,60000.0
BID,2024-01-18,48000.0
BID,2024-01-19,50000.0
BID,2024-01-20,60000.0
BID,2024-01-21,50000.0
BID,2024-01-22,48000.0
BID,,52000.0
BID,2024-01-24,52000.0
BID,2024-01-25,50000.0
BID,,52000.0
BID,,48000.0
BID,2024-01-28,52000.0
BID,2024-01-29,52000.0
BID,2024-01-30,52000.0
BID,,50000.0
BID,2024-02-01,
BID,2024-02-02,60000.0
BID,,
BID,,60000.0
BID,,60000.0
BID,2024-02-06,48000.0
BID,2024-02-07,50000.0
BID,2024-02-08,48000.0
BID,,60000.0
SSI,2024-01-01,60000.0
SSI,2024-01-02,
SSI,2024-01-03,50000.0
SSI,2024-01-04,48000.0
SSI,2024-01-05,50000.0
SSI,,60000.0
SSI,2024-01-07,60000.0
SSI,,50000.0
SSI,2024-01-09,60000.0
SSI,,48000.0
SSI,,60000.0
SSI,2024-01-12,50000.0
SSI,2024-01-13,48000.0
SSI,,50000.0
SSI,,52000.0
SSI,2024-01-16,
SSI,,60000.0
SSI,,52000.0
SSI,2024-01-19,48000.0
SSI,2024-01-20,48000.0
SSI,,50000.0
SSI,,48000.0
SSI,2024-01-23,50000.0
SSI,,
SSI,2024-01-25,60000.0
SSI,,48000.0
SSI,2024-01-27,52000.0
SSI,,48000.0
SSI,,
SSI,2024-01-30,50000.0
SSI,2024-01-31,
SSI,,48000.0
SSI,,60000.0
SSI,2024-02-03,
SSI,,50000.0
SSI,2024-02-05,52000.0
SSI,,48000.0
SSI,,
SSI,2024-02-08,52000.0
SSI,2024-02-09,48000.0
