ticker,date,close_price,exchange,sector,volume,trade_type
VIC,2024-01-09,60000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-09,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,10000.0,buy
VIC,,,UPCOM,Tai Chinh,20000.0,SELL
VIC,,,UPCOM,Tai Chinh,20000.0,sell
VIC,,,UPCOM,Tai Chinh,15000.0,SELL
VIC,,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,15000.0,sell
VIC,,,UPCOM,Tai Chinh,10000.0,sell
VIC,,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,15000.0,buy
VIC,,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-12,,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-12,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-12,,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-12,,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-12,,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-12,,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-12,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-12,,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-12,,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-12,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-12,,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-12,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-13,48000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-14,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-15,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,52000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,52000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,,52000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,,52000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,,52000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,52000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,,52000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,52000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-17,,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-17,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-17,,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-17,,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-17,,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-17,,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-17,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-17,,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-17,,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-17,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-17,,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-17,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-18,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,50000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,50000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,,50000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,,50000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,,50000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,50000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,,50000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,50000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,48000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,48000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,48000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,,48000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,,48000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,,48000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,,48000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,48000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,,48000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,,48000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,48000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,,48000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-22,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-23,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-24,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,60000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,,60000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-26,52000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,10000.0,buy
VIC,,,UPCOM,Tai Chinh,20000.0,SELL
VIC,,,UPCOM,Tai Chinh,20000.0,sell
VIC,,,UPCOM,Tai Chinh,15000.0,SELL
VIC,,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,15000.0,sell
VIC,,,UPCOM,Tai Chinh,10000.0,sell
VIC,,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,15000.0,buy
VIC,,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-28,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,10000.0,buy
VIC,,,UPCOM,Tai Chinh,20000.0,SELL
VIC,,,UPCOM,Tai Chinh,20000.0,sell
VIC,,,UPCOM,Tai Chinh,15000.0,SELL
VIC,,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,15000.0,sell
VIC,,,UPCOM,Tai Chinh,10000.0,sell
VIC,,,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,,,UPCOM,Tai Chinh,15000.0,buy
VIC,,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-30,48000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,20000.0,sell
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,15000.0,SELL
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,15000.0,sell
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,10000.0,sell
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,15000.0,B-U-Y
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,15000.0,buy
VIC,2024-01-31,50000.0,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-02-01,,UPCOM,Tai Chinh,10000.0,B-U-Y
VIC,2024-02-01,,UPCOM,Tai Chinh,20000.0,B-U-Y
VIC,2024-02-01,,UPCOM,Tai Chinh,10000.0,buy
VIC,2024-02-01,,UPCOM,Tai Chinh,20000.0,SELL
VIC,2024-02-01,,UPCOM,Tai Chinh,20000.0,sell
